,Removed_privileges,Shook_child,Called_dumb_lazy,Beat_hard,Learning_skill,Child's_weight,Sex,Weight_age_P,Wealth_index,Mother's_education
7069,YES,YES,YES,NO,NO DIFFICULTY,10.2,MALE,2.1,Richest,Secondary
7071,NO,NO,NO,NO,NO DIFFICULTY,15.2,MALE,13.7,Fourth,Secondary
7072,NO,NO,NO,NO,NO DIFFICULTY,10.2,FEMALE,0.2,Middle,Pre-primary or none
7073,NO,NO,NO,NO,NO DIFFICULTY,16.4,FEMALE,27.8,Second,Pre-primary or none
7075,NO,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,6.8,Second,Primary
7079,NO,NO,NO,NO,NO DIFFICULTY,11.1,FEMALE,14.5,Second,Primary
7080,NO,NO,NO,NO,NO DIFFICULTY,14.3,MALE,2.5,Second,Primary
7082,NO,NO,NO,NO,NO DIFFICULTY,10.4,MALE,0.8,Poorest,Pre-primary or none
7087,NO,YES,NO,NO,NO DIFFICULTY,10.4,FEMALE,2.0,Fourth,Primary
7088,NO,NO,NO,NO,NO DIFFICULTY,13.0,MALE,4.8,Middle,Secondary
7090,NO,NO,YES,NO,NO DIFFICULTY,12.9,MALE,3.4,Poorest,Pre-primary or none
7091,NO,NO,YES,NO,NO DIFFICULTY,10.0,MALE,0.7,Fourth,Pre-primary or none
7092,NO,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,26.3,Richest,Secondary
7094,NO,YES,NO,NO,NO DIFFICULTY,10.7,MALE,0.2,Middle,Primary
7095,NO,YES,YES,NO,NO DIFFICULTY,9.7,FEMALE,1.4,Middle,Secondary
7096,NO,NO,NO,NO,NO DIFFICULTY,14.5,MALE,5.0,Middle,Secondary
7098,NO,YES,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.4,Middle,Secondary
7099,YES,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,2.8,Middle,Secondary
7100,YES,NO,NO,NO,NO DIFFICULTY,15.2,MALE,5.5,Middle,Secondary
7101,YES,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,0.6,Richest,Secondary
7103,YES,YES,NO,NO,NO DIFFICULTY,16.6,MALE,21.0,Richest,Secondary
7104,YES,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,27.7,Second,Primary
7105,YES,YES,NO,NO,NO DIFFICULTY,12.4,MALE,29.0,Poorest,Secondary
7107,NO,NO,NO,NO,NO DIFFICULTY,12.6,FEMALE,43.7,Second,Primary
7108,NO,NO,NO,NO,NO DIFFICULTY,12.5,MALE,10.0,Middle,Primary
7109,NO,NO,NO,NO,NO DIFFICULTY,13.1,FEMALE,11.3,Poorest,Secondary
7110,YES,YES,NO,NO,NO DIFFICULTY,11.6,FEMALE,10.4,Poorest,Secondary
7112,YES,NO,NO,NO,NO DIFFICULTY,12.6,FEMALE,2.0,Poorest,Secondary
7113,YES,NO,NO,NO,NO DIFFICULTY,13.2,MALE,1.3,Poorest,Primary
7115,YES,YES,NO,NO,NO DIFFICULTY,12.0,FEMALE,0.8,Poorest,Pre-primary or none
7117,YES,NO,NO,NO,NO DIFFICULTY,11.8,FEMALE,2.7,Poorest,Pre-primary or none
7123,NO,YES,NO,NO,NO DIFFICULTY,9.8,FEMALE,0.1,Richest,Secondary
7125,YES,YES,YES,NO,NO DIFFICULTY,13.4,FEMALE,1.7,Middle,Secondary
7127,NO,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,3.7,Poorest,Primary
7128,NO,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,0.3,Poorest,Pre-primary or none
7129,NO,NO,NO,NO,NO DIFFICULTY,11.3,MALE,7.7,Poorest,Primary
7130,YES,NO,NO,NO,NO DIFFICULTY,13.7,MALE,3.8,Poorest,Secondary
7131,YES,NO,NO,NO,NO DIFFICULTY,11.1,FEMALE,2.1,Poorest,Secondary
7132,YES,YES,YES,NO,NO DIFFICULTY,14.1,MALE,6.7,Poorest,Secondary
7136,YES,NO,NO,NO,NO DIFFICULTY,14.9,FEMALE,14.1,Fourth,Secondary
7137,YES,NO,NO,NO,NO DIFFICULTY,12.2,MALE,7.5,Richest,Higher secondary+
7138,YES,NO,NO,NO,NO DIFFICULTY,13.5,MALE,2.1,Richest,Higher secondary+
7139,NO,NO,NO,NO,NO DIFFICULTY,12.8,FEMALE,2.7,Fourth,Secondary
7142,NO,NO,NO,NO,NO DIFFICULTY,15.1,MALE,22.4,Richest,Primary
7143,NO,NO,NO,NO,NO DIFFICULTY,16.3,MALE,42.2,Poorest,Pre-primary or none
7146,YES,NO,NO,NO,HAVE DIFFICULTY,10.7,FEMALE,6.4,Fourth,Secondary
7149,YES,NO,NO,NO,NO DIFFICULTY,13.4,MALE,36.1,Middle,Secondary
7150,YES,YES,NO,NO,NO DIFFICULTY,12.9,FEMALE,8.7,Fourth,Primary
7151,NO,NO,NO,NO,NO DIFFICULTY,12.9,FEMALE,20.4,Fourth,Secondary
7155,NO,NO,NO,NO,NO DIFFICULTY,12.6,MALE,5.0,Fourth,Secondary
7160,YES,NO,NO,NO,NO DIFFICULTY,10.3,MALE,0.7,Richest,Higher secondary+
7161,YES,NO,NO,NO,NO DIFFICULTY,14.8,MALE,13.7,Richest,Secondary
7162,YES,NO,NO,NO,NO DIFFICULTY,12.5,MALE,0.6,Middle,Primary
7164,YES,NO,NO,NO,NO DIFFICULTY,13.5,MALE,5.1,Richest,Secondary
7165,NO,NO,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.1,Fourth,Secondary
7166,NO,NO,NO,YES,NO DIFFICULTY,10.5,FEMALE,0.3,Richest,Secondary
7167,NO,NO,NO,NO,NO DIFFICULTY,12.0,MALE,10.4,Poorest,Primary
7168,YES,NO,NO,NO,NO DIFFICULTY,13.4,FEMALE,4.6,Poorest,Pre-primary or none
7170,YES,YES,YES,NO,NO DIFFICULTY,11.7,MALE,0.7,Poorest,Primary
7171,YES,NO,NO,NO,NO DIFFICULTY,13.6,MALE,3.2,Poorest,Pre-primary or none
7173,YES,NO,NO,NO,NO DIFFICULTY,13.3,FEMALE,5.3,Poorest,Pre-primary or none
7174,YES,YES,NO,NO,NO DIFFICULTY,9.2,MALE,0.0,Poorest,Primary
7175,YES,YES,NO,NO,NO DIFFICULTY,14.2,MALE,61.2,Poorest,Higher secondary+
7176,YES,YES,NO,NO,NO DIFFICULTY,14.2,MALE,2.4,Poorest,Pre-primary or none
7177,YES,NO,NO,NO,NO DIFFICULTY,12.8,FEMALE,7.3,Poorest,Secondary
7179,YES,YES,NO,NO,NO DIFFICULTY,12.6,FEMALE,4.9,Poorest,Pre-primary or none
7180,YES,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,16.1,Poorest,Primary
7183,YES,YES,NO,NO,NO DIFFICULTY,14.8,MALE,8.7,Poorest,Secondary
7184,YES,YES,NO,NO,NO DIFFICULTY,14.1,MALE,4.3,Poorest,Primary
7187,YES,YES,NO,NO,NO DIFFICULTY,11.9,MALE,7.0,Poorest,Pre-primary or none
7188,YES,YES,NO,NO,NO DIFFICULTY,14.8,FEMALE,7.3,Poorest,Primary
7189,YES,NO,YES,NO,NO DIFFICULTY,11.6,FEMALE,11.3,Poorest,Pre-primary or none
7191,YES,YES,NO,NO,NO DIFFICULTY,10.1,MALE,0.9,Poorest,Pre-primary or none
7192,YES,YES,NO,NO,NO DIFFICULTY,13.2,MALE,2.3,Poorest,Pre-primary or none
7195,YES,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,4.5,Poorest,Primary
7196,YES,YES,NO,NO,NO DIFFICULTY,13.5,MALE,6.1,Poorest,Primary
7197,YES,NO,NO,NO,NO DIFFICULTY,13.7,MALE,12.9,Poorest,Pre-primary or none
7198,NO,NO,NO,NO,NO DIFFICULTY,14.4,FEMALE,7.3,Poorest,Primary
7199,YES,YES,NO,NO,NO DIFFICULTY,14.2,FEMALE,10.4,Poorest,Primary
7201,YES,YES,NO,NO,NO DIFFICULTY,16.0,FEMALE,25.4,Poorest,Pre-primary or none
7203,NO,YES,NO,NO,NO DIFFICULTY,10.2,FEMALE,4.9,Poorest,Pre-primary or none
7205,YES,YES,NO,NO,NO DIFFICULTY,11.2,MALE,6.7,Poorest,Pre-primary or none
7206,YES,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,8.7,Poorest,Pre-primary or none
7209,YES,YES,NO,NO,NO DIFFICULTY,12.8,FEMALE,2.2,Poorest,Pre-primary or none
7210,YES,YES,NO,NO,NO DIFFICULTY,12.8,MALE,2.3,Poorest,Pre-primary or none
7211,YES,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,4.2,Poorest,Pre-primary or none
7212,YES,NO,YES,NO,NO DIFFICULTY,11.2,MALE,1.1,Poorest,Pre-primary or none
7213,NO,YES,YES,YES,NO DIFFICULTY,14.9,MALE,5.6,Poorest,Pre-primary or none
7217,YES,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,9.8,Poorest,Pre-primary or none
7223,YES,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,16.1,Poorest,Pre-primary or none
7224,NO,NO,NO,NO,NO DIFFICULTY,12.8,MALE,6.7,Fourth,Higher secondary+
7225,YES,NO,NO,NO,NO DIFFICULTY,12.5,FEMALE,8.1,Fourth,Secondary
7231,YES,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,8.4,Fourth,Secondary
7236,YES,NO,NO,NO,NO DIFFICULTY,10.1,FEMALE,1.6,Middle,Secondary
7237,YES,NO,NO,NO,NO DIFFICULTY,13.8,MALE,6.8,Poorest,Primary
7240,YES,NO,NO,NO,NO DIFFICULTY,11.3,MALE,0.1,Poorest,Pre-primary or none
7241,YES,YES,YES,NO,NO DIFFICULTY,13.5,FEMALE,3.4,Poorest,Primary
7242,YES,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,22.6,Poorest,Pre-primary or none
7243,YES,YES,NO,NO,NO DIFFICULTY,12.5,MALE,5.6,Poorest,Pre-primary or none
7244,YES,YES,YES,NO,NO DIFFICULTY,13.0,FEMALE,2.4,Poorest,Pre-primary or none
7248,NO,NO,NO,NO,NO DIFFICULTY,13.9,MALE,1.7,Poorest,Primary
7249,YES,YES,YES,NO,NO DIFFICULTY,14.5,MALE,4.2,Poorest,Pre-primary or none
7255,YES,YES,NO,NO,NO DIFFICULTY,11.4,FEMALE,1.9,Poorest,Pre-primary or none
7259,YES,NO,NO,NO,NO DIFFICULTY,12.4,FEMALE,19.8,Poorest,Pre-primary or none
7264,YES,NO,NO,NO,NO DIFFICULTY,12.1,MALE,2.4,Poorest,Secondary
7268,YES,YES,NO,NO,NO DIFFICULTY,9.1,FEMALE,0.4,Poorest,Pre-primary or none
7269,YES,YES,YES,NO,NO DIFFICULTY,15.2,MALE,11.5,Poorest,Pre-primary or none
7270,YES,YES,NO,NO,NO DIFFICULTY,14.5,FEMALE,83.1,Poorest,Pre-primary or none
7271,YES,YES,NO,NO,NO DIFFICULTY,12.1,FEMALE,23.5,Poorest,Pre-primary or none
7275,NO,YES,NO,NO,NO DIFFICULTY,14.7,FEMALE,10.6,Poorest,Pre-primary or none
7280,YES,YES,NO,NO,NO DIFFICULTY,12.4,MALE,19.6,Middle,Secondary
7281,YES,NO,YES,NO,NO DIFFICULTY,9.4,FEMALE,1.0,Poorest,Secondary
7284,YES,NO,NO,NO,NO DIFFICULTY,14.4,FEMALE,16.2,Richest,Secondary
7285,YES,YES,NO,NO,NO DIFFICULTY,14.3,MALE,2.2,Second,Secondary
7286,YES,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,12.0,Poorest,Secondary
7288,YES,NO,NO,NO,NO DIFFICULTY,13.1,MALE,17.9,Poorest,Primary
7291,YES,YES,NO,NO,NO DIFFICULTY,13.0,FEMALE,2.6,Poorest,Secondary
7292,YES,YES,NO,NO,NO DIFFICULTY,12.8,FEMALE,47.6,Poorest,Secondary
7296,YES,NO,NO,NO,NO DIFFICULTY,12.6,FEMALE,0.5,Poorest,Pre-primary or none
7297,NO,YES,NO,NO,NO DIFFICULTY,11.6,MALE,10.3,Poorest,Secondary
7299,YES,YES,NO,NO,NO DIFFICULTY,10.5,FEMALE,0.5,Poorest,Pre-primary or none
7300,YES,YES,NO,NO,NO DIFFICULTY,9.2,FEMALE,0.4,Poorest,Primary
7301,YES,YES,NO,NO,NO DIFFICULTY,10.7,MALE,0.2,Poorest,Pre-primary or none
7303,YES,NO,NO,NO,NO DIFFICULTY,14.0,MALE,7.4,Poorest,Pre-primary or none
7305,YES,NO,NO,NO,NO DIFFICULTY,10.4,FEMALE,1.0,Poorest,Primary
7306,YES,YES,NO,NO,NO DIFFICULTY,10.3,FEMALE,0.4,Poorest,Primary
7307,YES,YES,NO,NO,NO DIFFICULTY,12.6,FEMALE,6.6,Poorest,Pre-primary or none
7308,YES,YES,NO,NO,NO DIFFICULTY,15.2,MALE,5.5,Poorest,Pre-primary or none
7311,YES,NO,NO,NO,NO DIFFICULTY,15.6,MALE,12.3,Poorest,Pre-primary or none
7312,YES,YES,NO,NO,NO DIFFICULTY,11.1,MALE,0.6,Poorest,Pre-primary or none
7315,YES,NO,NO,NO,NO DIFFICULTY,14.1,FEMALE,8.1,Poorest,Pre-primary or none
7316,YES,NO,NO,NO,NO DIFFICULTY,13.4,MALE,7.5,Poorest,Pre-primary or none
7320,YES,YES,NO,NO,NO DIFFICULTY,11.4,MALE,15.9,Poorest,Secondary
7321,YES,YES,YES,NO,NO DIFFICULTY,14.4,MALE,4.5,Poorest,Secondary
7323,YES,YES,YES,NO,NO DIFFICULTY,11.2,MALE,5.7,Poorest,Secondary
7325,NO,YES,NO,NO,NO DIFFICULTY,14.2,MALE,8.2,Poorest,Primary
7326,YES,NO,NO,NO,NO DIFFICULTY,12.0,FEMALE,0.5,Poorest,Secondary
7330,YES,YES,YES,NO,NO DIFFICULTY,14.3,MALE,4.5,Poorest,Pre-primary or none
7331,YES,NO,YES,NO,NO DIFFICULTY,14.2,MALE,4.1,Poorest,Pre-primary or none
7333,YES,YES,NO,NO,NO DIFFICULTY,13.9,MALE,7.5,Poorest,Primary
7334,NO,NO,NO,NO,NO DIFFICULTY,10.3,FEMALE,1.2,Poorest,Secondary
7336,YES,NO,NO,NO,NO DIFFICULTY,13.7,MALE,61.1,Second,Secondary
7337,NO,NO,NO,NO,NO DIFFICULTY,10.6,FEMALE,0.0,Second,Secondary
7338,NO,NO,NO,NO,NO DIFFICULTY,14.0,FEMALE,39.1,Fourth,Higher secondary+
7339,NO,NO,NO,NO,NO DIFFICULTY,13.0,MALE,2.2,Fourth,Higher secondary+
7343,NO,NO,NO,NO,NO DIFFICULTY,11.5,FEMALE,15.2,Poorest,Secondary
7348,YES,NO,YES,NO,NO DIFFICULTY,14.0,FEMALE,9.0,Poorest,Primary
7350,YES,YES,YES,NO,NO DIFFICULTY,9.0,FEMALE,0.3,Poorest,Primary
7354,YES,NO,NO,NO,NO DIFFICULTY,10.5,FEMALE,4.4,Poorest,Secondary
7356,YES,NO,NO,NO,NO DIFFICULTY,10.5,MALE,3.1,Poorest,Primary
7357,NO,NO,NO,NO,NO DIFFICULTY,14.2,MALE,6.9,Poorest,Primary
7358,YES,NO,NO,NO,NO DIFFICULTY,13.9,MALE,32.0,Second,Primary
7359,YES,NO,NO,NO,NO DIFFICULTY,12.4,MALE,11.1,Middle,Secondary
7360,YES,NO,NO,NO,NO DIFFICULTY,12.4,MALE,4.9,Middle,Higher secondary+
7361,YES,NO,NO,NO,NO DIFFICULTY,12.2,MALE,8.6,Poorest,Pre-primary or none
7362,YES,YES,NO,NO,NO DIFFICULTY,13.8,FEMALE,18.0,Poorest,Primary
7364,YES,NO,NO,NO,NO DIFFICULTY,14.3,MALE,4.0,Poorest,Secondary
7365,NO,NO,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.1,Poorest,Pre-primary or none
7367,YES,NO,NO,NO,NO DIFFICULTY,12.1,MALE,12.0,Fourth,Secondary
7370,YES,YES,NO,NO,NO DIFFICULTY,13.3,MALE,2.1,Poorest,Secondary
7375,NO,NO,NO,NO,NO DIFFICULTY,13.5,FEMALE,6.2,Poorest,Primary
7378,YES,NO,NO,NO,NO DIFFICULTY,9.6,FEMALE,0.0,Poorest,Pre-primary or none
7379,YES,YES,NO,NO,NO DIFFICULTY,14.1,MALE,13.1,Poorest,Secondary
7380,YES,NO,YES,NO,NO DIFFICULTY,10.1,MALE,1.6,Poorest,Higher secondary+
7382,YES,YES,NO,NO,NO DIFFICULTY,14.2,FEMALE,5.4,Poorest,Primary
7383,YES,YES,YES,NO,NO DIFFICULTY,13.9,FEMALE,5.4,Poorest,Pre-primary or none
7384,YES,NO,NO,NO,NO DIFFICULTY,14.1,MALE,5.6,Poorest,Primary
7385,YES,YES,NO,NO,NO DIFFICULTY,13.6,FEMALE,12.8,Poorest,Pre-primary or none
7390,YES,NO,YES,NO,NO DIFFICULTY,14.0,FEMALE,13.9,Richest,Primary
7396,YES,NO,NO,YES,NO DIFFICULTY,12.3,MALE,17.7,Richest,Higher secondary+
7397,YES,NO,YES,YES,NO DIFFICULTY,11.2,FEMALE,3.5,Richest,Primary
7399,YES,NO,YES,NO,HAVE DIFFICULTY,13.2,MALE,43.9,Richest,Higher secondary+
7400,NO,NO,NO,NO,NO DIFFICULTY,10.8,FEMALE,9.7,Richest,Secondary
7405,YES,NO,NO,NO,NO DIFFICULTY,14.5,MALE,50.8,Richest,Secondary
7411,YES,YES,NO,NO,NO DIFFICULTY,9.6,FEMALE,2.3,Fourth,Primary
7414,NO,NO,YES,NO,NO DIFFICULTY,16.2,FEMALE,47.6,Fourth,Pre-primary or none
7416,YES,YES,NO,NO,NO DIFFICULTY,10.9,FEMALE,0.8,Richest,Secondary
7417,YES,NO,NO,NO,NO DIFFICULTY,12.9,FEMALE,14.5,Richest,Secondary
7419,NO,NO,NO,NO,NO DIFFICULTY,15.6,FEMALE,27.8,Richest,Pre-primary or none
7420,NO,NO,YES,NO,NO DIFFICULTY,15.1,MALE,16.1,Richest,Pre-primary or none
7421,NO,NO,YES,YES,NO DIFFICULTY,14.1,FEMALE,7.5,Richest,Higher secondary+
7424,NO,NO,NO,NO,NO DIFFICULTY,12.3,MALE,33.4,Richest,Primary
7425,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,41.8,Richest,Higher secondary+
7428,YES,YES,NO,NO,NO DIFFICULTY,16.8,FEMALE,55.1,Richest,Secondary
7430,YES,NO,YES,NO,NO DIFFICULTY,10.3,MALE,1.7,Fourth,Primary
7432,NO,NO,YES,NO,NO DIFFICULTY,14.5,MALE,4.4,Richest,Higher secondary+
7433,YES,YES,NO,NO,NO DIFFICULTY,11.3,FEMALE,0.3,Richest,Primary
7434,YES,NO,NO,NO,NO DIFFICULTY,11.8,FEMALE,8.9,Richest,Secondary
7435,YES,YES,YES,NO,NO DIFFICULTY,15.2,FEMALE,11.5,Richest,Secondary
7436,YES,NO,YES,NO,NO DIFFICULTY,14.3,MALE,6.3,Richest,Secondary
7437,NO,NO,YES,NO,NO DIFFICULTY,10.4,MALE,4.2,Richest,Higher secondary+
7438,YES,YES,YES,YES,HAVE DIFFICULTY,14.7,MALE,41.2,Richest,Higher secondary+
7439,NO,NO,NO,NO,NO DIFFICULTY,11.7,FEMALE,2.1,Richest,Secondary
7440,NO,NO,NO,NO,NO DIFFICULTY,10.8,MALE,1.9,Richest,Primary
7441,NO,NO,NO,NO,NO DIFFICULTY,10.2,FEMALE,0.4,Richest,Primary
7442,NO,NO,NO,NO,NO DIFFICULTY,14.3,MALE,83.5,Richest,Pre-primary or none
7446,YES,YES,NO,NO,NO DIFFICULTY,14.2,MALE,58.7,Richest,Higher secondary+
7447,YES,YES,NO,NO,NO DIFFICULTY,17.1,FEMALE,79.4,Richest,Secondary
7448,NO,NO,YES,NO,NO DIFFICULTY,11.5,MALE,5.5,Richest,Secondary
7449,YES,YES,NO,NO,NO DIFFICULTY,16.8,MALE,76.0,Richest,Secondary
7453,YES,NO,NO,NO,NO DIFFICULTY,11.8,FEMALE,5.2,Richest,Higher secondary+
7454,YES,NO,NO,NO,NO DIFFICULTY,13.6,FEMALE,3.0,Richest,Higher secondary+
7458,YES,YES,YES,NO,NO DIFFICULTY,13.0,FEMALE,4.9,Richest,Secondary
7459,NO,NO,NO,NO,NO DIFFICULTY,12.5,FEMALE,27.1,Richest,Higher secondary+
7461,YES,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,18.9,Richest,Secondary
7463,YES,YES,NO,NO,NO DIFFICULTY,13.2,FEMALE,2.0,Richest,Secondary
7464,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,14.0,Richest,Pre-primary or none
7466,NO,YES,NO,NO,NO DIFFICULTY,11.6,MALE,16.7,Richest,Higher secondary+
7471,YES,NO,NO,NO,NO DIFFICULTY,10.0,FEMALE,0.3,Richest,Secondary
7472,YES,NO,NO,NO,NO DIFFICULTY,11.5,MALE,1.8,Richest,Secondary
7474,YES,YES,NO,NO,NO DIFFICULTY,13.3,MALE,51.7,Richest,Higher secondary+
7476,YES,NO,NO,NO,NO DIFFICULTY,12.2,MALE,1.9,Richest,Higher secondary+
7480,NO,NO,NO,NO,NO DIFFICULTY,9.6,MALE,0.2,Richest,Secondary
7481,YES,NO,YES,YES,NO DIFFICULTY,15.1,MALE,9.9,Richest,Secondary
7482,YES,YES,NO,NO,NO DIFFICULTY,11.3,MALE,2.1,Richest,Secondary
7489,YES,NO,YES,NO,NO DIFFICULTY,13.7,FEMALE,79.4,Richest,Secondary
7493,YES,NO,NO,NO,NO DIFFICULTY,14.1,MALE,28.0,Richest,Higher secondary+
7495,YES,NO,NO,NO,NO DIFFICULTY,15.9,MALE,16.9,Richest,Secondary
7497,YES,NO,NO,NO,NO DIFFICULTY,13.1,MALE,1.4,Richest,Higher secondary+
7499,NO,NO,NO,NO,HAVE DIFFICULTY,16.2,MALE,40.1,Richest,Secondary
7501,NO,NO,YES,NO,NO DIFFICULTY,11.3,MALE,7.0,Richest,Higher secondary+
7502,NO,NO,NO,NO,NO DIFFICULTY,12.2,FEMALE,2.0,Fourth,Primary
7504,YES,YES,NO,YES,NO DIFFICULTY,10.8,MALE,0.5,Richest,Secondary
7505,NO,YES,YES,NO,NO DIFFICULTY,11.4,FEMALE,20.1,Richest,Higher secondary+
7506,YES,NO,NO,NO,NO DIFFICULTY,12.4,FEMALE,4.7,Richest,Secondary
7509,YES,YES,NO,NO,NO DIFFICULTY,14.8,MALE,9.1,Richest,Primary
7510,YES,NO,NO,NO,NO DIFFICULTY,13.2,FEMALE,3.8,Richest,Primary
7511,YES,NO,NO,NO,NO DIFFICULTY,14.1,FEMALE,15.5,Richest,Secondary
7512,YES,YES,NO,NO,NO DIFFICULTY,14.5,MALE,29.7,Richest,Pre-primary or none
7515,YES,YES,NO,YES,NO DIFFICULTY,16.1,MALE,83.8,Richest,Higher secondary+
7517,YES,YES,YES,NO,NO DIFFICULTY,17.6,FEMALE,83.8,Richest,Higher secondary+
7521,YES,NO,YES,NO,NO DIFFICULTY,11.6,FEMALE,27.4,Richest,Primary
7522,YES,YES,NO,NO,NO DIFFICULTY,18.7,MALE,57.3,Richest,Secondary
7523,NO,NO,NO,NO,NO DIFFICULTY,12.3,MALE,3.6,Richest,Higher secondary+
7530,NO,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,43.1,Richest,Secondary
7531,NO,NO,NO,NO,NO DIFFICULTY,12.1,FEMALE,40.0,Richest,Higher secondary+
7532,NO,NO,NO,NO,NO DIFFICULTY,14.1,MALE,14.9,Richest,Higher secondary+
7533,YES,YES,YES,NO,NO DIFFICULTY,14.3,MALE,39.6,Richest,Higher secondary+
7534,YES,YES,NO,NO,NO DIFFICULTY,15.1,MALE,86.9,Richest,Higher secondary+
7535,YES,NO,NO,NO,NO DIFFICULTY,10.7,FEMALE,2.7,Richest,Higher secondary+
7536,YES,NO,NO,NO,NO DIFFICULTY,12.5,MALE,0.9,Richest,Higher secondary+
7538,YES,NO,NO,NO,NO DIFFICULTY,17.3,FEMALE,73.1,Richest,Secondary
7542,YES,YES,NO,NO,NO DIFFICULTY,16.7,MALE,70.1,Richest,Pre-primary or none
7545,YES,YES,YES,NO,NO DIFFICULTY,14.7,MALE,28.0,Richest,Secondary
7546,YES,NO,YES,NO,NO DIFFICULTY,7.5,FEMALE,0.0,Fourth,Primary
7550,NO,NO,NO,NO,NO DIFFICULTY,15.2,FEMALE,76.2,Richest,Secondary
7551,YES,YES,NO,NO,NO DIFFICULTY,9.1,FEMALE,0.3,Richest,Higher secondary+
7552,YES,YES,NO,NO,NO DIFFICULTY,16.3,FEMALE,25.6,Richest,Higher secondary+
7553,YES,NO,NO,NO,NO DIFFICULTY,12.6,MALE,2.6,Richest,Secondary
7556,NO,NO,NO,NO,NO DIFFICULTY,14.7,MALE,20.4,Richest,Secondary
7557,YES,NO,YES,NO,NO DIFFICULTY,14.6,FEMALE,32.9,Fourth,Higher secondary+
7560,YES,NO,NO,NO,NO DIFFICULTY,9.8,FEMALE,0.6,Richest,Secondary
7561,YES,NO,NO,NO,NO DIFFICULTY,12.3,FEMALE,1.9,Richest,Secondary
7564,YES,NO,YES,NO,NO DIFFICULTY,15.7,MALE,66.4,Richest,Primary
7568,NO,NO,NO,NO,NO DIFFICULTY,11.2,FEMALE,29.1,Richest,Higher secondary+
7573,YES,NO,NO,NO,NO DIFFICULTY,12.3,MALE,3.1,Richest,Higher secondary+
7576,YES,NO,NO,NO,NO DIFFICULTY,10.0,MALE,0.5,Richest,Higher secondary+
7577,YES,YES,YES,NO,NO DIFFICULTY,16.6,MALE,54.9,Richest,Secondary
7579,YES,NO,NO,NO,NO DIFFICULTY,18.6,FEMALE,82.5,Richest,Secondary
7580,YES,NO,NO,NO,NO DIFFICULTY,15.5,FEMALE,35.7,Richest,Secondary
7583,YES,NO,NO,NO,NO DIFFICULTY,12.4,MALE,32.0,Richest,Higher secondary+
7586,NO,NO,NO,NO,NO DIFFICULTY,15.1,MALE,53.4,Richest,Higher secondary+
7588,YES,NO,NO,NO,NO DIFFICULTY,17.5,FEMALE,66.2,Richest,Higher secondary+
7589,YES,NO,NO,NO,NO DIFFICULTY,13.8,FEMALE,9.2,Richest,Primary
7590,YES,YES,YES,NO,NO DIFFICULTY,14.1,FEMALE,48.5,Fourth,Pre-primary or none
7592,YES,NO,NO,NO,NO DIFFICULTY,15.4,MALE,12.5,Richest,Primary
7593,YES,YES,NO,NO,NO DIFFICULTY,17.2,FEMALE,68.0,Richest,Primary
7594,YES,NO,NO,NO,NO DIFFICULTY,13.6,MALE,55.1,Richest,Secondary
7596,YES,NO,NO,NO,NO DIFFICULTY,14.8,FEMALE,41.5,Richest,Higher secondary+
7597,YES,NO,NO,NO,NO DIFFICULTY,15.4,MALE,70.7,Fourth,Secondary
7599,YES,NO,YES,NO,NO DIFFICULTY,13.1,MALE,9.1,Richest,Secondary
7600,YES,NO,YES,NO,NO DIFFICULTY,14.7,MALE,7.8,Richest,Higher secondary+
7604,YES,NO,NO,NO,NO DIFFICULTY,10.4,MALE,0.5,Richest,Secondary
7605,YES,NO,NO,NO,NO DIFFICULTY,13.5,MALE,11.7,Richest,Primary
7606,YES,NO,YES,NO,HAVE DIFFICULTY,15.8,FEMALE,62.9,Fourth,Primary
7607,NO,NO,NO,NO,NO DIFFICULTY,13.1,MALE,1.2,Richest,Secondary
7610,YES,NO,NO,NO,NO DIFFICULTY,18.5,MALE,54.4,Richest,Higher secondary+
7611,YES,NO,NO,NO,NO DIFFICULTY,18.2,MALE,88.3,Richest,Primary
7615,NO,YES,NO,NO,NO DIFFICULTY,14.2,FEMALE,29.9,Richest,Higher secondary+
