UCD2A,UCD2C,UCD2D,UCD2G,UCD2H,UCD2I,UCD2J,UCD2K,UCF17,AN4,AN8,AN11,HH6,HL4,HAP,WAP,WHP,BMI,windex5,melevel
NO,NO,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,3,12.5,91.5,RURAL,FEMALE,3.4,4.4,25.3,14.93,Richest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.8,96.2,RURAL,MALE,52.8,25.5,22.7,14.91,Middle,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,,1,9.199999999999999,72.40000000000001,RURAL,MALE,.2,4.2,50.8,17.55,Richest,Higher secondary+
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,10.6,85.5,RURAL,MALE,10.5,2,6.8,14.5,Middle,Secondary
NO,NO,YES,NO,NO,NO,YES,YES,NO DIFFICULTY,2,10.1,82,RURAL,MALE,11.3,2.1,9.9,15.02,Middle,Secondary
,,,,,,,,,0,8.1,78.2,RURAL,MALE,85.5,3,.2,13.25,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.9,98.09999999999999,RURAL,MALE,24.2,10.7,15.5,14.44,Richest,Secondary
,,,,,,,,,0,7.8,61.2,RURAL,MALE,0,9.699999999999999,99.40000000000001,20.83,Richest,Secondary
NO,NO,NO,NO,NO,YES,NO,NO,NO DIFFICULTY,4,15.3,103.3,RURAL,MALE,41.2,18.4,17.5,14.34,Richest,Higher secondary+
NO,NO,NO,NO,NO,YES,YES,NO,,1,10.2,74.2,RURAL,MALE,.3,14.1,73.90000000000001,18.53,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.2,82.2,RURAL,MALE,14.1,2.8,10.9,15.1,Fourth,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.199999999999999,82.5,RURAL,FEMALE,1.1,0,.2,12.05,Middle,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,10.5,78.90000000000001,RURAL,FEMALE,56.7,55,54.9,16.87,Middle,Secondary
NO,YES,YES,YES,NO,YES,YES,NO,,1,11.7,81.40000000000001,RURAL,MALE,19.3,45.9,69.3,17.66,Middle,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.7,102.8,RURAL,MALE,30.6,21.4,28.6,14.86,Middle,Secondary
YES,YES,YES,YES,YES,NO,NO,NO,NO DIFFICULTY,4,15.2,104.1,RURAL,FEMALE,38.7,17.9,18.9,14.03,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.1,81.90000000000001,RURAL,FEMALE,3.3,10.7,46.8,16.55,Fourth,Secondary
NO,NO,NO,NO,NO,NO,YES,NO,NO DIFFICULTY,2,13.2,93,RURAL,MALE,59.4,30.8,26.3,15.26,Fourth,Secondary
NO,NO,NO,NO,NO,NO,YES,NO,,1,10.2,76.2,RURAL,FEMALE,.3,12.7,66.5,17.57,Middle,Pre-primary or none
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,11.2,84.2,RURAL,MALE,.5,2.1,24.6,15.8,Middle,Primary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,17.1,107.6,RURAL,FEMALE,67.8,52.3,39.7,14.77,Poorest,Primary
NO,YES,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,3,16.6,104.3,RURAL,FEMALE,76.5,61.6,51.3,15.26,Fourth,Secondary
,,,,,,,,,0,2.5,58.3,RURAL,FEMALE,43.1,0,0,7.36,Middle,Primary
NO,YES,YES,NO,NO,NO,NO,NO,,1,12.5,85.59999999999999,RURAL,MALE,73.59999999999999,73.5,66.59999999999999,17.06,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,12.6,86.2,RURAL,MALE,3.2,15.2,55.8,16.96,Middle,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.4,87.3,RURAL,MALE,7.9,3.9,13.4,14.96,Fourth,Higher secondary+
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,2,12.7,88.7,RURAL,FEMALE,36.2,37.2,51.7,16.14,Fourth,Secondary
NO,YES,YES,YES,YES,YES,YES,YES,NO DIFFICULTY,3,12.3,93.90000000000001,RURAL,MALE,5,1.9,6.4,13.95,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.4,88.90000000000001,RURAL,FEMALE,.3,2.8,40,15.69,Richest,Secondary
NO,YES,NO,NO,NO,NO,YES,NO,NO DIFFICULTY,4,14.4,102,RURAL,FEMALE,18.8,7.9,14.3,13.84,Middle,Secondary
,,,,,,,,,0,9.1,66.40000000000001,RURAL,FEMALE,15.6,82.90000000000001,99,20.64,Middle,Secondary
,,,,,,,,,0,2,56.3,RURAL,MALE,76.5,0,0,6.31,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,10.3,90.2,RURAL,FEMALE,0,0,1,12.66,Second,Secondary
,,,,,,,,,0,6.4,55.2,RURAL,FEMALE,0,23.5,99.8,21,Middle,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,12.9,97.2,RURAL,FEMALE,.8,.8,8.800000000000001,13.65,Middle,Secondary
,,,,,,,,,0,6.1,64.59999999999999,RURAL,MALE,70.5,32.9,10.1,14.62,Second,Secondary
,,,,,,,,,0,4.1,50,RURAL,MALE,.7,21.5,93.5,16.4,Second,Pre-primary or none
,,,,,,,,,0,10.2,68,RURAL,FEMALE,4.6,84.8,99.8,22.06,Second,Secondary
NO,NO,NO,YES,YES,NO,NO,NO,NO DIFFICULTY,2,11.7,90.7,RURAL,MALE,17.1,3.9,7.2,14.22,Fourth,Secondary
NO,NO,YES,YES,YES,YES,NO,NO,NO DIFFICULTY,2,10.9,89.09999999999999,RURAL,MALE,82,8.6,3.1,13.73,Fourth,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.800000000000001,77.40000000000001,RURAL,MALE,.2,.1,5.3,14.96,Fourth,Primary
NO,NO,YES,NO,NO,YES,NO,NO,NO DIFFICULTY,2,10.3,82,RURAL,MALE,2.3,1.5,13.6,15.32,Richest,Higher secondary+
YES,NO,NO,NO,NO,NO,YES,NO,NO DIFFICULTY,3,13.1,97.09999999999999,RURAL,FEMALE,24.3,7,11.8,13.89,Middle,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,,1,8.5,70.2,RURAL,MALE,0,.9,44.7,17.25,Middle,Higher secondary+
,,,,,,,,,0,9.1,74.3,RURAL,MALE,46.6,24.9,24.4,16.18,Second,Secondary
,,,,,,,,,0,7.4,62.2,RURAL,MALE,.7,22.5,93.5,19.13,Fourth,Higher secondary+
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,99.3,,RURAL,FEMALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Fourth,Higher secondary+
,,,,,,,,,0,4,57,RURAL,MALE,85.8,35.9,7.7,12.31,Middle,Secondary
NO,NO,NO,NO,NO,YES,YES,NO,,1,10.1,74.09999999999999,RURAL,MALE,0,4.9,71.09999999999999,18.39,Fourth,Secondary
,,,,,,,,,0,7.6,67.3,RURAL,MALE,71.59999999999999,64.2,40.1,16.78,Fourth,Secondary
,,,,,,,,,0,6.1,65.40000000000001,RURAL,MALE,24.7,5.4,5.6,14.26,Fourth,Higher secondary+
,,,,,,,,,0,8,72.59999999999999,RURAL,MALE,35.7,6,5.6,15.18,Second,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.1,88,RURAL,FEMALE,8.4,2.7,10.5,14.33,Fourth,Secondary
,,,,,,,,,0,7.9,72.90000000000001,RURAL,FEMALE,99.8,84.3,7.2,14.87,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,19.8,98.59999999999999,RURAL,FEMALE,57.1,98.59999999999999,99.8,20.37,Second,Secondary
,,,,,,,,,0,12.1,82.2,RURAL,MALE,99.8,99.8,76.90000000000001,17.91,Fourth,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.1,86.2,RURAL,FEMALE,30.5,33.4,50.3,16.28,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14.9,95.3,RURAL,FEMALE,7.9,29.7,68.09999999999999,16.41,Fourth,Higher secondary+
,,,,,,,,,0,5.4,59.2,RURAL,FEMALE,39.6,45.8,54.4,15.41,Richest,Higher secondary+
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,3,14.5,98.2,RURAL,MALE,32.1,21.1,28.1,15.04,Richest,Higher secondary+
NO,NO,NO,YES,YES,YES,NO,NO,,1,9,70.7,RURAL,FEMALE,6.6,25.9,71.40000000000001,18.01,Fourth,Higher secondary+
NO,NO,NO,YES,NO,YES,YES,NO,NO DIFFICULTY,2,13.2,92,RURAL,MALE,25.1,20,32.9,15.6,Fourth,Higher secondary+
,,,,,,,,,0,4.1,62.3,RURAL,MALE,98.40000000000001,16.7,.1,10.56,Richest,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,,1,8.9,74.40000000000001,RURAL,FEMALE,25.8,16.7,25.4,16.08,Richest,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,,1,10.2,72.3,RURAL,FEMALE,.5,33.9,94.2,19.51,Richest,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.6,79,RURAL,MALE,1.1,1.7,9.699999999999999,15.38,Second,Secondary
,,,,,,,,,0,6.9,68.7,RURAL,MALE,4.9,.5,4.1,14.62,Middle,Secondary
NO,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,4,13.3,103.2,RURAL,MALE,26.4,1.7,1.1,12.49,Middle,Secondary
,,,,,,,,,0,4.2,62,RURAL,FEMALE,84.90000000000001,5.7,.2,10.93,Middle,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.1,79.2,RURAL,FEMALE,4.2,2.2,6.2,14.51,Fourth,Secondary
,,,,,,,,,0,9.6,73.2,RURAL,MALE,50.6,57.1,59.7,17.92,Second,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.6,74,RURAL,MALE,.6,.1,.6,13.88,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,15.2,102.2,RURAL,FEMALE,19.3,16.1,29.6,14.55,Poorest,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,12.2,86.5,RURAL,MALE,10,15,40.8,16.31,Middle,Secondary
YES,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,4,9.1,103.1,RURAL,MALE,9.6,0,0,8.68,Second,Secondary
,,,,,,,,,0,2.2,50.5,RURAL,MALE,3.4,.1,.1,8.630000000000001,Fourth,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.7,105,RURAL,FEMALE,37.3,9.4,8.4,13.33,Fourth,Secondary
NO,YES,YES,NO,YES,YES,YES,NO,NO DIFFICULTY,3,14.2,98.40000000000001,RURAL,MALE,59.7,26.7,20,14.67,Middle,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.4,98.8,RURAL,MALE,77.7,18.6,6.6,13.73,Fourth,Secondary
YES,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,4,15.1,102.9,RURAL,FEMALE,31.7,17.8,23.1,14.26,Fourth,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,15.4,101.1,RURAL,MALE,9.300000000000001,11.7,32.3,15.07,Middle,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.1,86.7,RURAL,FEMALE,1,5.9,46.4,16.1,Richest,Secondary
YES,YES,YES,YES,YES,YES,YES,YES,NO DIFFICULTY,3,13.1,86.7,RURAL,MALE,.3,10.1,65.90000000000001,17.43,Second,Primary
,,,,,,,,,0,8,70.5,RURAL,FEMALE,16.4,10.5,26.2,16.1,Poorest,Secondary
YES,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,2,10.7,84.5,RURAL,MALE,3.4,1.8,11.3,14.99,Poorest,Secondary
,,,,,,,,,0,3.3,60.4,RURAL,FEMALE,3.2,0,0,9.050000000000001,Fourth,Primary
,,,,,,,,,0,5.6,62.9,RURAL,FEMALE,18.5,5.1,12.9,14.15,Fourth,Primary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,2,13.4,85.90000000000001,RURAL,MALE,30.3,63.1,77.09999999999999,18.16,Middle,Primary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.4,85.5,RURAL,MALE,35.4,3.1,4.7,14.23,Fourth,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,11.6,86.7,RURAL,MALE,.7,2.1,20.8,15.43,Fourth,Secondary
YES,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,4,14,97.3,RURAL,FEMALE,1.9,4.7,30.1,14.79,Fourth,Secondary
NO,NO,YES,YES,NO,YES,YES,NO,,1,8.9,74,RURAL,FEMALE,18.8,15.5,28.8,16.25,Middle,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,,1,10.1,76.5,RURAL,FEMALE,1.3,15.4,59,17.26,Middle,Higher secondary+
NO,YES,YES,NO,NO,NO,YES,NO,,1,9.1,80.2,RURAL,FEMALE,64.3,11.1,4,14.15,Second,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.4,102.1,RURAL,FEMALE,19.9,8,13.9,13.81,Second,Secondary
,,,,,,,,,0,7.7,69.5,RURAL,MALE,4.3,2.4,17.2,15.94,Middle,Secondary
NO,NO,NO,NO,NO,NO,YES,NO,NO DIFFICULTY,4,15.4,100.2,RURAL,FEMALE,30.3,33.7,49.4,15.34,Middle,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,,1,9,76.2,RURAL,FEMALE,36.5,15.2,16.2,15.5,Fourth,Secondary
,,,,,,,,,0,6.1,67.5,RURAL,FEMALE,93.40000000000001,30.9,1.8,13.39,Second,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.8,99.5,RURAL,MALE,17.9,14.5,27.5,14.95,Second,Secondary
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.2,76.2,RURAL,FEMALE,.4,8.300000000000001,56.2,17.57,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.800000000000001,82.09999999999999,RURAL,FEMALE,8.1,2,8.699999999999999,14.54,Fourth,Secondary
,,,,,,,,,0,7.2,67.2,RURAL,MALE,62.3,41.1,22.3,15.94,Middle,Secondary
,,,,,,,,,0,7.2,69.09999999999999,RURAL,FEMALE,29.4,7.5,11.7,15.08,Second,Secondary
NO,YES,YES,NO,NO,YES,YES,YES,NO DIFFICULTY,3,13.5,90,RURAL,FEMALE,1.6,14.9,65.40000000000001,16.67,Fourth,Primary
,,,,,,,,,0,7,64.90000000000001,RURAL,FEMALE,18.8,24.7,53.3,16.62,Second,Secondary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,13,95.2,RURAL,FEMALE,8.5,5.1,17.7,14.34,Second,Secondary
NO,NO,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,4,12.3,93.2,RURAL,MALE,.1,.3,8,14.16,Middle,Pre-primary or none
NO,NO,YES,NO,NO,YES,YES,NO,NO DIFFICULTY,4,15.4,98.59999999999999,RURAL,FEMALE,2.7,15.7,59.7,15.84,Middle,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,,1,7.7,71.09999999999999,RURAL,MALE,1.2,.4,6.7,15.23,Middle,Secondary
,,,,,,,,,0,3,52.1,RURAL,MALE,26.2,4.6,6.4,11.05,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,14.3,94.2,RURAL,FEMALE,1.2,11.4,60.1,16.12,Fourth,Secondary
,,,,,,,,,0,6,59.8,RURAL,FEMALE,54.4,78.40000000000001,77.40000000000001,16.78,Fourth,Higher secondary+
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.199999999999999,78.2,RURAL,MALE,.3,.2,8.199999999999999,15.04,Richest,Secondary
YES,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.699999999999999,78.40000000000001,RURAL,FEMALE,.1,.1,4.4,14.15,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,14,81,RURAL,FEMALE,0,19.4,98.90000000000001,21.34,Richest,Secondary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.3,93.3,RURAL,FEMALE,.9,4.3,37.1,15.28,Second,Higher secondary+
,,,,,,,,,0,5.2,53.8,RURAL,MALE,.1,15.9,97.2,17.97,Second,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,8.6,72.5,RURAL,MALE,.2,1.1,21.7,16.36,Poorest,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.2,76.3,RURAL,MALE,.1,14.1,76.40000000000001,19.24,Poorest,Pre-primary or none
NO,YES,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,3,10.9,87.40000000000001,RURAL,FEMALE,1.2,.8,9.300000000000001,14.27,Middle,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,8.9,73.09999999999999,RURAL,MALE,0,1,27.9,16.66,Poorest,Primary
,,,,,,,,,0,6.1,61.6,RURAL,MALE,14.1,21,49.1,16.08,Poorest,Primary
,,,,,,,,,0,8.699999999999999,75.2,RURAL,MALE,96.09999999999999,52,7.4,15.38,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.6,77.7,RURAL,MALE,1.5,3,16.1,15.9,Poorest,Pre-primary or none
YES,NO,YES,YES,YES,YES,NO,YES,SOME DIFFICULTY,3,13.5,100.1,RURAL,MALE,68.8,13.1,4.9,13.47,Poorest,Secondary
NO,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,4,14,101.7,RURAL,FEMALE,37.1,9.300000000000001,9.6,13.54,Poorest,Primary
NO,YES,YES,NO,NO,YES,YES,NO,SOME DIFFICULTY,2,11.3,92.2,RURAL,MALE,97.5,16.4,2,13.29,Poorest,Pre-primary or none
,,,,,,,,,0,8.4,89.40000000000001,RURAL,FEMALE,99.8,99.5,0,10.51,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.4,95.2,RURAL,MALE,10,7.2,19,14.79,Poorest,Pre-primary or none
,,,,,,,,,0,3.1,47.5,RURAL,FEMALE,0,.2,99.90000000000001,13.74,Poorest,Primary
,,,,,,,,,0,4.6,57.4,RURAL,FEMALE,0,0,32,13.96,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,4,11.1,91.2,RURAL,MALE,0,.1,2,13.35,Poorest,Pre-primary or none
NO,YES,YES,YES,YES,YES,YES,NO,SOME DIFFICULTY,2,13,91.2,RURAL,FEMALE,33,28,43,15.63,Poorest,Secondary
YES,NO,YES,YES,NO,NO,NO,NO,SOME DIFFICULTY,3,11.9,91.2,RURAL,MALE,.7,.9,8.300000000000001,14.31,Poorest,Pre-primary or none
YES,YES,YES,NO,YES,NO,NO,NO,NO DIFFICULTY,3,12.3,89.90000000000001,RURAL,FEMALE,1.3,3.4,29.6,15.22,Poorest,Pre-primary or none
NO,NO,YES,NO,YES,YES,NO,NO,SOME DIFFICULTY,2,10.3,80.5,RURAL,MALE,.1,.7,21.4,15.89,Poorest,Pre-primary or none
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.5,94.2,RURAL,MALE,9.6,3.2,7.8,14.09,Poorest,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,,1,8.5,88.7,RURAL,FEMALE,88.2,.6,0,10.8,Poorest,Primary
NO,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,3,11.8,99,RURAL,MALE,30.7,.8,.3,12.04,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,,1,7.9,73,RURAL,MALE,3.6,.6,3.3,14.82,Poorest,Primary
YES,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,4,13.1,93.3,RURAL,MALE,.4,1.8,22.1,15.05,Poorest,Primary
,,,,,,,,,0,8.699999999999999,82.2,RURAL,MALE,99.8,40.9,.1,12.88,Poorest,Pre-primary or none
,,,,,,,,,0,6.5,69,RURAL,FEMALE,9,.4,2,13.65,Poorest,Primary
YES,NO,YES,YES,NO,NO,YES,YES,SOME DIFFICULTY,4,13,94.40000000000001,RURAL,FEMALE,2.8,3.5,21.7,14.59,Poorest,Primary
,,,,,,,,,0,5.8,62.2,RURAL,MALE,24.8,16.3,23.4,14.99,Poorest,Primary
NO,NO,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,2,8.4,76.2,RURAL,MALE,0,0,3.9,14.47,Poorest,Primary
,,,,,,,,,0,6.6,67.2,RURAL,FEMALE,10.2,1.9,9.199999999999999,14.62,Poorest,Primary
YES,YES,YES,YES,NO,NO,NO,NO,NO DIFFICULTY,4,99.3,,RURAL,MALE,99.90000000000001,99.90000000000001,99.90000000000001,99.90000000000001,Poorest,Primary
,,,,,,,,,0,4.3,50.8,RURAL,MALE,0,7.4,94.3,16.21,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,YES,YES,YES,NO DIFFICULTY,4,16.2,101.8,RURAL,MALE,5.8,14.7,49,15.63,Poorest,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,11.5,80.3,RURAL,MALE,.9,12.3,61.6,17.83,Poorest,Pre-primary or none
NO,YES,NO,NO,YES,NO,NO,NO,NO DIFFICULTY,4,17.6,104.5,RURAL,MALE,45.8,56.7,64.7,16.12,Poorest,Pre-primary or none
,,,,,,,,,0,6.6,68.90000000000001,RURAL,FEMALE,35.4,2.9,2.9,13.9,Poorest,Secondary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12,95.8,RURAL,FEMALE,22.8,2.2,3.4,13.08,Poorest,Secondary
NO,NO,YES,YES,NO,NO,YES,NO,NO DIFFICULTY,3,12.3,93.40000000000001,RURAL,FEMALE,19.7,5.6,11.9,14.1,Poorest,Primary
,,,,,,,,,0,6.3,53,RURAL,FEMALE,0,44.3,99.8,22.43,Poorest,Secondary
YES,YES,YES,YES,YES,YES,YES,YES,NO DIFFICULTY,4,15.2,104.6,RURAL,MALE,23.2,8.1,10.9,13.89,Poorest,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,13.9,97.5,RURAL,FEMALE,2.3,4.4,26.3,14.62,Second,Secondary
NO,YES,YES,NO,NO,NO,NO,YES,NO DIFFICULTY,2,10.2,84.5,RURAL,MALE,13.8,1.5,4.7,14.29,Poorest,Pre-primary or none
,,,,,,,,,0,5.1,57.2,RURAL,FEMALE,20.3,38,67.7,15.59,Poorest,Secondary
NO,YES,YES,NO,NO,YES,YES,YES,A LOT OF DIFFICULTY,2,12.3,89.59999999999999,RURAL,MALE,31.1,15.7,22.7,15.32,Poorest,Primary
YES,NO,YES,NO,NO,NO,NO,NO,,1,10.1,76.3,RURAL,MALE,.1,3.9,49.4,17.35,Poorest,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,8.6,72.40000000000001,RURAL,FEMALE,7,9.5,31.7,16.41,Poorest,Primary
NO,YES,YES,NO,NO,YES,YES,NO,SOME DIFFICULTY,2,7.7,73.59999999999999,RURAL,MALE,0,0,2.9,14.21,Poorest,Primary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,10.3,86.2,RURAL,MALE,.6,.3,2.9,13.86,Poorest,Pre-primary or none
NO,YES,NO,YES,NO,NO,NO,NO,NO DIFFICULTY,4,14,100.1,RURAL,MALE,8.800000000000001,3.8,9.9,13.97,Poorest,Pre-primary or none
YES,NO,YES,YES,NO,NO,YES,NO,NO DIFFICULTY,2,11.4,74.3,RURAL,FEMALE,0,4,92.3,20.65,Poorest,Primary
,,,,,,,,,0,7.6,72.5,RURAL,MALE,44.6,3.8,1.9,14.46,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,,1,8.199999999999999,72.59999999999999,RURAL,MALE,.1,.3,9.199999999999999,15.56,Poorest,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,3,9.199999999999999,86.2,RURAL,MALE,.2,0,.2,12.38,Poorest,Primary
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,13.5,90.7,RURAL,FEMALE,10.6,26.2,61.1,16.41,Poorest,Secondary
NO,YES,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,4,12.2,96.7,RURAL,FEMALE,6.1,.9,3.5,13.05,Poorest,Pre-primary or none
NO,NO,NO,NO,NO,NO,NO,NO,NO DIFFICULTY,3,12.2,88.5,RURAL,FEMALE,.5,3.1,36.2,15.58,Poorest,Pre-primary or none
NO,NO,NO,YES,NO,YES,YES,NO,NO DIFFICULTY,3,13.3,92.5,RURAL,FEMALE,28.5,25.7,43.1,15.54,Poorest,Primary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,8.5,76.3,RURAL,MALE,0,0,4.6,14.87,Poorest,Primary
NO,NO,YES,NO,NO,NO,YES,NO,NO DIFFICULTY,3,12.1,86.2,RURAL,MALE,0,1.8,39.7,16.28,Poorest,Primary
NO,NO,NO,NO,NO,YES,NO,NO,NO DIFFICULTY,2,10.9,80.90000000000001,RURAL,FEMALE,1.8,8.5,47.1,16.65,Poorest,Primary
YES,NO,YES,YES,YES,YES,YES,NO,NO DIFFICULTY,4,14.8,100.3,RURAL,FEMALE,5.9,9.1,31.7,14.71,Poorest,Primary
NO,YES,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,10.2,82.2,RURAL,MALE,5.7,1.8,10.9,15.1,Poorest,Higher secondary+
NO,NO,NO,NO,NO,NO,NO,NO,,1,9.199999999999999,76.8,RURAL,MALE,.5,1.2,10.6,15.6,Poorest,Pre-primary or none
YES,YES,YES,YES,NO,YES,YES,NO,SOME DIFFICULTY,3,13.7,96.09999999999999,RURAL,FEMALE,19.6,14.4,29.7,14.83,Poorest,Primary
,,,,,,,,,0,9.1,73.2,RURAL,MALE,42.6,32.1,35.9,16.98,Middle,Primary
,,,,,,,,,0,10.1,73.2,RURAL,MALE,56.5,77.7,79.2,18.85,Middle,Secondary
,,,,,,,,,0,6.3,62.3,RURAL,FEMALE,10.9,18,56.2,16.23,Second,Primary
NO,NO,NO,NO,NO,NO,YES,NO,SOME DIFFICULTY,3,13.1,93.2,RURAL,FEMALE,23,16.3,31.7,15.08,Second,Pre-primary or none
NO,YES,YES,NO,NO,NO,NO,NO,SOME DIFFICULTY,2,10,84.2,RURAL,FEMALE,6.5,1.2,5.9,14.11,Fourth,Secondary
NO,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,2,9.699999999999999,86.40000000000001,RURAL,MALE,11.7,.3,.7,12.99,Middle,Higher secondary+
YES,NO,YES,NO,NO,NO,NO,NO,NO DIFFICULTY,4,16.1,110.1,RURAL,FEMALE,77.3,26.6,8.800000000000001,13.28,Middle,Higher secondary+
